"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007EA","B05005_007M","B05005_007MA","B05005_008E","B05005_008EA","B05005_008M","B05005_008MA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012M","B05005_012MA","B05005_012EA","B05005_013E","B05005_013EA","B05005_013M","B05005_013MA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016M","B05005_016MA","B05005_016EA","B05005_017E","B05005_017M","B05005_017MA","B05005_017EA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019EA","B05005_019M","B05005_019MA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_TTL",
"0500000US41003","Benton County, Oregon","827","200","null","null","349","null","170","null","26","34","null","null","323","null","165","null","12","null","23","null","311","null","164","null","161","null","110","null","0","null","123","null","161","110","null","null","85","null","72","null","76","null","60","null","215","113","null","null","12","null","19","null","203","108","null","null","203","null","108","null","0","123","null","null","102","63","null","null","0","123","null","null","102","null","63","null","90","60","null","null","12","null","21","null","016","Chinese alone (410-419)",
"0500000US41005","Clackamas County, Oregon","1394","280","null","null","321","null","134","null","0","123","null","null","321","null","134","null","70","null","57","null","251","null","112","null","407","null","149","null","0","null","123","null","407","149","null","null","206","null","105","null","201","null","112","null","358","113","null","null","11","null","16","null","347","114","null","null","333","null","114","null","14","21","null","null","308","108","null","null","0","123","null","null","308","null","108","null","295","105","null","null","13","null","20","null","016","Chinese alone (410-419)",
"0500000US41039","Lane County, Oregon","1634","312","null","null","775","null","208","null","10","18","null","null","765","null","204","null","58","null","47","null","707","null","196","null","349","null","159","null","5","null","8","null","344","160","null","null","100","null","71","null","244","null","129","null","277","166","null","null","0","null","123","null","277","166","null","null","234","null","152","null","43","70","null","null","233","103","null","null","0","123","null","null","233","null","103","null","233","103","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US41047","Marion County, Oregon","904","236","null","null","307","null","151","null","55","57","null","null","252","null","145","null","75","null","66","null","177","null","152","null","159","null","91","null","0","null","123","null","159","91","null","null","106","null","63","null","53","null","44","null","281","136","null","null","0","null","123","null","281","136","null","null","246","null","132","null","35","36","null","null","157","108","null","null","0","123","null","null","157","null","108","null","157","108","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US41051","Multnomah County, Oregon","7637","816","null","null","2705","null","530","null","115","79","null","null","2590","null","528","null","496","null","186","null","2094","null","458","null","2333","null","451","null","74","null","66","null","2259","429","null","null","1556","null","312","null","703","null","230","null","1582","344","null","null","43","null","40","null","1539","340","null","null","1348","null","291","null","191","122","null","null","1017","202","null","null","12","18","null","null","1005","null","200","null","896","199","null","null","109","null","63","null","016","Chinese alone (410-419)",
"0500000US41067","Washington County, Oregon","5667","630","null","null","1855","null","409","null","19","25","null","null","1836","null","403","null","239","null","97","null","1597","null","381","null","1638","null","312","null","12","null","20","null","1626","308","null","null","896","null","201","null","730","null","220","null","1426","268","null","null","0","null","123","null","1426","268","null","null","1229","null","246","null","197","107","null","null","748","195","null","null","20","23","null","null","728","null","188","null","728","188","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US42003","Allegheny County, Pennsylvania","6486","735","null","null","3574","null","647","null","27","31","null","null","3547","null","647","null","341","null","127","null","3206","null","617","null","1620","null","361","null","80","null","74","null","1540","331","null","null","821","null","221","null","719","null","241","null","803","205","null","null","0","null","109","null","803","205","null","null","754","null","200","null","49","44","null","null","489","136","null","null","8","9","null","null","481","null","135","null","467","133","null","null","14","null","21","null","016","Chinese alone (410-419)",
"0500000US42011","Berks County, Pennsylvania","868","242","null","null","393","null","141","null","0","109","null","null","393","null","141","null","138","null","74","null","255","null","125","null","304","null","106","null","7","null","11","null","297","101","null","null","205","null","80","null","92","null","38","null","152","102","null","null","4","null","6","null","148","101","null","null","92","null","71","null","56","49","null","null","19","23","null","null","0","109","null","null","19","null","23","null","19","23","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42017","Bucks County, Pennsylvania","2426","475","null","null","560","null","184","null","0","109","null","null","560","null","184","null","140","null","73","null","420","null","170","null","997","null","235","null","13","null","19","null","984","235","null","null","672","null","204","null","312","null","118","null","420","167","null","null","0","null","109","null","420","167","null","null","398","null","167","null","22","28","null","null","449","215","null","null","24","37","null","null","425","null","215","null","425","215","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42027","Centre County, Pennsylvania","2001","354","null","null","1457","null","325","null","16","26","null","null","1441","null","325","null","26","null","33","null","1415","null","316","null","230","null","125","null","0","null","109","null","230","125","null","null","51","null","46","null","179","null","113","null","238","133","null","null","0","null","109","null","238","133","null","null","238","null","133","null","0","109","null","null","76","86","null","null","0","109","null","null","76","null","86","null","76","86","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42029","Chester County, Pennsylvania","3610","515","null","null","966","null","347","null","0","109","null","null","966","null","347","null","324","null","166","null","642","null","296","null","1544","null","364","null","10","null","16","null","1534","364","null","null","697","null","206","null","837","null","260","null","608","142","null","null","17","null","27","null","591","141","null","null","577","null","143","null","14","26","null","null","492","160","null","null","31","37","null","null","461","null","157","null","461","157","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42041","Cumberland County, Pennsylvania","636","212","null","null","401","null","182","null","15","23","null","null","386","null","182","null","206","null","126","null","180","null","98","null","51","null","34","null","0","null","109","null","51","34","null","null","51","null","34","null","0","null","109","null","88","70","null","null","0","null","109","null","88","70","null","null","88","null","70","null","0","109","null","null","96","87","null","null","0","109","null","null","96","null","87","null","14","19","null","null","82","null","84","null","016","Chinese alone (410-419)",
"0500000US42043","Dauphin County, Pennsylvania","1023","379","null","null","438","null","220","null","47","53","null","null","391","null","199","null","32","null","33","null","359","null","195","null","305","null","152","null","0","null","109","null","305","152","null","null","133","null","81","null","172","null","121","null","229","140","null","null","0","null","109","null","229","140","null","null","125","null","79","null","104","119","null","null","51","49","null","null","0","109","null","null","51","null","49","null","51","49","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42045","Delaware County, Pennsylvania","4092","547","null","null","1296","null","294","null","5","8","null","null","1291","null","295","null","212","null","99","null","1079","null","277","null","1167","null","285","null","0","null","109","null","1167","285","null","null","613","null","206","null","554","null","176","null","1010","267","null","null","7","null","12","null","1003","269","null","null","901","null","248","null","102","66","null","null","619","202","null","null","19","22","null","null","600","null","197","null","600","197","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42069","Lackawanna County, Pennsylvania","451","194","null","null","172","null","127","null","16","24","null","null","156","null","119","null","68","null","60","null","88","null","74","null","109","null","62","null","0","null","109","null","109","62","null","null","69","null","49","null","40","null","37","null","100","78","null","null","0","null","109","null","100","78","null","null","84","null","61","null","16","27","null","null","70","46","null","null","0","109","null","null","70","null","46","null","70","46","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42071","Lancaster County, Pennsylvania","1412","402","null","null","546","null","187","null","29","38","null","null","517","null","175","null","200","null","114","null","317","null","150","null","477","null","239","null","10","null","16","null","467","237","null","null","241","null","136","null","226","null","212","null","342","154","null","null","0","null","109","null","342","154","null","null","258","null","129","null","84","70","null","null","47","49","null","null","0","109","null","null","47","null","49","null","47","49","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42077","Lehigh County, Pennsylvania","1819","342","null","null","643","null","226","null","24","32","null","null","619","null","220","null","146","null","86","null","473","null","188","null","584","null","177","null","0","null","109","null","584","177","null","null","332","null","129","null","252","null","98","null","486","174","null","null","0","null","109","null","486","174","null","null","390","null","158","null","96","73","null","null","106","67","null","null","0","109","null","null","106","null","67","null","106","67","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42091","Montgomery County, Pennsylvania","6310","702","null","null","1747","null","359","null","38","32","null","null","1709","null","359","null","293","null","106","null","1416","null","361","null","2011","null","335","null","21","null","26","null","1990","330","null","null","1031","null","205","null","959","null","229","null","1659","404","null","null","139","null","151","null","1520","342","null","null","1399","null","317","null","121","66","null","null","893","204","null","null","43","36","null","null","850","null","207","null","796","208","null","null","54","null","49","null","016","Chinese alone (410-419)",
"0500000US42095","Northampton County, Pennsylvania","1215","262","null","null","545","null","179","null","13","21","null","null","532","null","182","null","126","null","82","null","406","null","154","null","368","null","143","null","0","null","109","null","368","143","null","null","286","null","110","null","82","null","81","null","169","90","null","null","0","null","109","null","169","90","null","null","157","null","90","null","12","18","null","null","133","77","null","null","0","109","null","null","133","null","77","null","119","75","null","null","14","null","19","null","016","Chinese alone (410-419)",
"0500000US42101","Philadelphia County, Pennsylvania","18885","1531","null","null","8007","null","1179","null","66","53","null","null","7941","null","1183","null","748","null","228","null","7193","null","1162","null","5347","null","665","null","133","null","88","null","5214","661","null","null","3009","null","530","null","2205","null","373","null","3794","489","null","null","83","null","83","null","3711","476","null","null","3116","null","434","null","595","197","null","null","1737","342","null","null","59","57","null","null","1678","null","329","null","1451","294","null","null","227","null","122","null","016","Chinese alone (410-419)",
"0500000US42129","Westmoreland County, Pennsylvania","418","120","null","null","112","null","73","null","0","109","null","null","112","null","73","null","93","null","68","null","19","null","22","null","129","null","75","null","0","null","109","null","129","75","null","null","53","null","42","null","76","null","56","null","75","57","null","null","0","null","109","null","75","57","null","null","75","null","57","null","0","109","null","null","102","59","null","null","0","109","null","null","102","null","59","null","102","59","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US42133","York County, Pennsylvania","851","255","null","null","429","null","153","null","4","8","null","null","425","null","154","null","230","null","107","null","195","null","129","null","203","null","100","null","0","null","109","null","203","100","null","null","175","null","100","null","28","null","28","null","94","61","null","null","0","null","109","null","94","61","null","null","94","null","61","null","0","109","null","null","125","89","null","null","8","13","null","null","117","null","88","null","117","88","null","null","0","null","109","null","016","Chinese alone (410-419)",
"0500000US44003","Kent County, Rhode Island","489","203","null","null","175","null","123","null","13","25","null","null","162","null","118","null","23","null","29","null","139","null","112","null","104","null","86","null","0","null","127","null","104","86","null","null","49","null","50","null","55","null","84","null","117","94","null","null","0","null","127","null","117","94","null","null","86","null","69","null","31","51","null","null","93","69","null","null","0","127","null","null","93","null","69","null","93","69","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US44007","Providence County, Rhode Island","3494","553","null","null","1708","null","458","null","0","127","null","null","1708","null","458","null","127","null","80","null","1581","null","444","null","959","null","240","null","28","null","51","null","931","252","null","null","546","null","181","null","385","null","138","null","478","162","null","null","0","null","127","null","478","162","null","null","362","null","144","null","116","66","null","null","349","124","null","null","0","127","null","null","349","null","124","null","325","123","null","null","24","null","29","null","016","Chinese alone (410-419)",
"0500000US44009","Washington County, Rhode Island","694","220","null","null","310","null","228","null","0","127","null","null","310","null","228","null","104","null","87","null","206","null","212","null","85","null","69","null","19","null","29","null","66","53","null","null","55","null","52","null","11","null","18","null","233","136","null","null","0","null","127","null","233","136","null","null","168","null","130","null","65","77","null","null","66","49","null","null","0","127","null","null","66","null","49","null","66","49","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US45045","Greenville County, South Carolina","799","216","null","null","314","null","124","null","0","132","null","null","314","null","124","null","146","null","84","null","168","null","97","null","290","null","161","null","0","null","132","null","290","161","null","null","208","null","117","null","82","null","85","null","155","90","null","null","18","null","22","null","137","77","null","null","105","null","66","null","32","41","null","null","40","45","null","null","0","132","null","null","40","null","45","null","40","45","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US45079","Richland County, South Carolina","1866","480","null","null","1044","null","306","null","0","132","null","null","1044","null","306","null","83","null","71","null","961","null","288","null","588","null","258","null","0","null","132","null","588","258","null","null","256","null","122","null","332","null","211","null","137","72","null","null","35","null","52","null","102","55","null","null","102","null","55","null","0","132","null","null","97","65","null","null","0","132","null","null","97","null","65","null","97","65","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US47037","Davidson County, Tennessee","1973","349","null","null","893","null","233","null","0","127","null","null","893","null","233","null","193","null","113","null","700","null","193","null","489","null","149","null","14","null","24","null","475","147","null","null","205","null","95","null","270","null","119","null","325","162","null","null","7","null","14","null","318","164","null","null","255","null","151","null","63","65","null","null","266","117","null","null","9","16","null","null","257","null","116","null","257","116","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US47093","Knox County, Tennessee","1784","436","null","null","947","null","313","null","0","127","null","null","947","null","313","null","70","null","57","null","877","null","297","null","428","null","210","null","0","null","127","null","428","210","null","null","180","null","137","null","248","null","132","null","216","126","null","null","0","null","127","null","216","126","null","null","136","null","74","null","80","78","null","null","193","107","null","null","0","127","null","null","193","null","107","null","155","84","null","null","38","null","57","null","016","Chinese alone (410-419)",
"0500000US47157","Shelby County, Tennessee","3730","680","null","null","1837","null","476","null","0","127","null","null","1837","null","476","null","185","null","81","null","1652","null","457","null","1165","null","269","null","0","null","127","null","1165","269","null","null","554","null","207","null","611","null","217","null","478","178","null","null","14","null","22","null","464","175","null","null","464","null","175","null","0","127","null","null","250","111","null","null","12","21","null","null","238","null","118","null","238","118","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US47187","Williamson County, Tennessee","616","174","null","null","203","null","112","null","0","127","null","null","203","null","112","null","70","null","49","null","133","null","91","null","241","null","151","null","37","null","56","null","204","113","null","null","145","null","79","null","59","null","60","null","80","55","null","null","12","null","21","null","68","48","null","null","68","null","48","null","0","127","null","null","92","62","null","null","5","9","null","null","87","null","62","null","87","62","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US48029","Bexar County, Texas","4029","505","null","null","1712","null","366","null","10","17","null","null","1702","null","367","null","278","null","115","null","1424","null","347","null","906","null","241","null","0","null","127","null","906","241","null","null","480","null","163","null","426","null","180","null","665","174","null","null","0","null","127","null","665","174","null","null","575","null","158","null","90","75","null","null","746","201","null","null","10","17","null","null","736","null","200","null","694","196","null","null","42","null","40","null","016","Chinese alone (410-419)",
"0500000US48039","Brazoria County, Texas","2057","445","null","null","602","null","243","null","15","25","null","null","587","null","249","null","155","null","114","null","432","null","191","null","854","null","274","null","0","null","127","null","854","274","null","null","439","null","259","null","415","null","130","null","374","167","null","null","0","null","127","null","374","167","null","null","357","null","163","null","17","28","null","null","227","136","null","null","0","127","null","null","227","null","136","null","227","136","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US48041","Brazos County, Texas","1981","419","null","null","1483","null","400","null","0","127","null","null","1483","null","400","null","13","null","23","null","1470","null","401","null","381","null","141","null","0","null","127","null","381","141","null","null","87","null","62","null","294","null","140","null","57","53","null","null","0","null","127","null","57","53","null","null","46","null","49","null","11","20","null","null","60","39","null","null","0","127","null","null","60","null","39","null","60","39","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US48085","Collin County, Texas","14783","945","null","null","3387","null","567","null","29","34","null","null","3358","null","559","null","663","null","219","null","2695","null","474","null","6337","null","665","null","63","null","58","null","6274","655","null","null","3049","null","381","null","3225","null","511","null","3339","420","null","null","0","null","127","null","3339","420","null","null","3088","null","396","null","251","107","null","null","1720","360","null","null","18","28","null","null","1702","null","363","null","1641","354","null","null","61","null","58","null","016","Chinese alone (410-419)",
"0500000US48113","Dallas County, Texas","9873","1062","null","null","3658","null","569","null","52","40","null","null","3606","null","566","null","376","null","179","null","3230","null","549","null","2628","null","430","null","101","null","77","null","2527","433","null","null","1159","null","235","null","1368","null","373","null","2445","495","null","null","12","null","20","null","2433","499","null","null","2148","null","462","null","285","136","null","null","1142","264","null","null","21","25","null","null","1121","null","264","null","1062","263","null","null","59","null","49","null","016","Chinese alone (410-419)",
"0500000US48121","Denton County, Texas","3402","541","null","null","1207","null","338","null","38","40","null","null","1169","null","331","null","155","null","95","null","1014","null","296","null","1093","null","282","null","12","null","20","null","1081","282","null","null","347","null","144","null","734","null","235","null","770","240","null","null","0","null","127","null","770","240","null","null","705","null","231","null","65","56","null","null","332","152","null","null","0","127","null","null","332","null","152","null","332","152","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US48141","El Paso County, Texas","920","329","null","null","483","null","218","null","0","127","null","null","483","null","218","null","56","null","55","null","427","null","202","null","204","null","126","null","0","null","127","null","204","126","null","null","98","null","54","null","106","null","125","null","110","74","null","null","0","null","127","null","110","74","null","null","96","null","59","null","14","22","null","null","123","90","null","null","0","127","null","null","123","null","90","null","109","82","null","null","14","null","20","null","016","Chinese alone (410-419)",
"0500000US48157","Fort Bend County, Texas","14732","1205","null","null","3071","null","493","null","31","38","null","null","3040","null","487","null","499","null","173","null","2541","null","447","null","5253","null","706","null","75","null","56","null","5178","697","null","null","3172","null","578","null","2006","null","382","null","3742","484","null","null","42","null","59","null","3700","473","null","null","3489","null","459","null","211","89","null","null","2666","432","null","null","48","66","null","null","2618","null","425","null","2570","415","null","null","48","null","47","null","016","Chinese alone (410-419)",
"0500000US48167","Galveston County, Texas","1043","308","null","null","472","null","198","null","0","127","null","null","472","null","198","null","34","null","34","null","438","null","194","null","205","null","88","null","0","null","127","null","205","88","null","null","110","null","71","null","95","null","65","null","241","151","null","null","0","null","127","null","241","151","null","null","226","null","150","null","15","25","null","null","125","70","null","null","0","127","null","null","125","null","70","null","125","70","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US48201","Harris County, Texas","34727","1816","null","null","11337","null","1036","null","119","64","null","null","11218","null","1019","null","1460","null","332","null","9758","null","940","null","9256","null","933","null","92","null","80","null","9164","926","null","null","4983","null","607","null","4181","null","625","null","7301","692","null","null","184","null","154","null","7117","705","null","null","6375","null","665","null","742","235","null","null","6833","666","null","null","119","79","null","null","6714","null","666","null","6469","674","null","null","245","null","120","null","016","Chinese alone (410-419)",
"0500000US48303","Lubbock County, Texas","641","218","null","null","362","null","163","null","0","127","null","null","362","null","163","null","0","null","127","null","362","null","163","null","160","null","94","null","0","null","127","null","160","94","null","null","68","null","64","null","92","null","75","null","71","71","null","null","0","null","127","null","71","71","null","null","57","null","67","null","14","23","null","null","48","47","null","null","0","127","null","null","48","null","47","null","23","32","null","null","25","null","25","null","016","Chinese alone (410-419)",
"0500000US48339","Montgomery County, Texas","1541","383","null","null","715","null","348","null","0","127","null","null","715","null","348","null","78","null","53","null","637","null","340","null","284","null","133","null","0","null","127","null","284","133","null","null","162","null","108","null","122","null","77","null","296","112","null","null","0","null","127","null","296","112","null","null","228","null","94","null","68","49","null","null","246","125","null","null","0","127","null","null","246","null","125","null","239","124","null","null","7","null","13","null","016","Chinese alone (410-419)",
"0500000US48439","Tarrant County, Texas","5307","653","null","null","1926","null","404","null","44","43","null","null","1882","null","395","null","182","null","87","null","1700","null","387","null","1154","null","285","null","63","null","70","null","1091","275","null","null","613","null","205","null","478","null","174","null","1087","267","null","null","35","null","43","null","1052","267","null","null","981","null","247","null","71","68","null","null","1140","252","null","null","50","52","null","null","1090","null","240","null","1036","240","null","null","54","null","61","null","016","Chinese alone (410-419)",
"0500000US48453","Travis County, Texas","8045","779","null","null","3278","null","487","null","25","39","null","null","3253","null","483","null","479","null","193","null","2774","null","411","null","2294","null","422","null","23","null","32","null","2271","422","null","null","1261","null","296","null","1010","null","243","null","1635","339","null","null","6","null","10","null","1629","339","null","null","1442","null","284","null","187","119","null","null","838","230","null","null","0","127","null","null","838","null","230","null","773","216","null","null","65","null","51","null","016","Chinese alone (410-419)",
"0500000US48491","Williamson County, Texas","2240","441","null","null","554","null","222","null","17","28","null","null","537","null","218","null","96","null","72","null","441","null","203","null","816","null","225","null","0","null","127","null","816","225","null","null","366","null","128","null","450","null","177","null","531","139","null","null","31","null","40","null","500","129","null","null","466","null","127","null","34","38","null","null","339","127","null","null","14","25","null","null","325","null","126","null","325","126","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US49005","Cache County, Utah","600","219","null","null","463","null","163","null","0","119","null","null","463","null","163","null","25","null","25","null","438","null","160","null","81","null","88","null","0","null","119","null","81","88","null","null","6","null","24","null","75","null","84","null","46","51","null","null","0","null","119","null","46","51","null","null","15","null","24","null","31","43","null","null","10","14","null","null","0","119","null","null","10","null","14","null","10","14","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US49011","Davis County, Utah","524","211","null","null","58","null","58","null","13","21","null","null","45","null","54","null","0","null","119","null","45","null","54","null","320","null","194","null","11","null","19","null","309","195","null","null","56","null","50","null","253","null","186","null","110","83","null","null","0","null","119","null","110","83","null","null","90","null","75","null","20","24","null","null","36","36","null","null","0","119","null","null","36","null","36","null","36","36","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US49035","Salt Lake County, Utah","5487","623","null","null","1965","null","364","null","48","68","null","null","1917","null","367","null","241","null","104","null","1676","null","376","null","1622","null","405","null","92","null","85","null","1530","361","null","null","1136","null","322","null","394","null","155","null","1287","298","null","null","0","null","119","null","1287","298","null","null","1085","null","269","null","202","98","null","null","613","179","null","null","30","34","null","null","583","null","174","null","583","174","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US49049","Utah County, Utah","991","290","null","null","526","null","278","null","39","32","null","null","487","null","288","null","21","null","26","null","466","null","286","null","220","null","115","null","23","null","25","null","197","109","null","null","132","null","90","null","65","null","45","null","150","82","null","null","11","null","19","null","139","79","null","null","115","null","77","null","24","38","null","null","95","72","null","null","0","119","null","null","95","null","72","null","95","72","null","null","0","null","119","null","016","Chinese alone (410-419)",
"0500000US50007","Chittenden County, Vermont","869","311","null","null","427","null","253","null","0","93","null","null","427","null","253","null","124","null","92","null","303","null","193","null","237","null","107","null","0","null","93","null","237","107","null","null","159","null","77","null","78","null","62","null","104","79","null","null","0","null","93","null","104","79","null","null","73","null","64","null","31","34","null","null","101","55","null","null","0","93","null","null","101","null","55","null","89","52","null","null","12","null","21","null","016","Chinese alone (410-419)",
"0500000US51003","Albemarle County, Virginia","1231","316","null","null","677","null","167","null","12","21","null","null","665","null","166","null","23","null","36","null","642","null","166","null","385","null","215","null","0","null","127","null","385","215","null","null","138","null","121","null","247","null","145","null","104","68","null","null","13","null","22","null","91","64","null","null","53","null","42","null","38","48","null","null","65","44","null","null","0","127","null","null","65","null","44","null","65","44","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51013","Arlington County, Virginia","2160","408","null","null","933","null","285","null","0","127","null","null","933","null","285","null","143","null","91","null","790","null","272","null","570","null","203","null","42","null","51","null","528","196","null","null","297","null","145","null","231","null","122","null","334","118","null","null","0","null","127","null","334","118","null","null","247","null","102","null","87","64","null","null","323","126","null","null","0","127","null","null","323","null","126","null","312","125","null","null","11","null","18","null","016","Chinese alone (410-419)",
"0500000US51041","Chesterfield County, Virginia","1449","299","null","null","446","null","163","null","0","127","null","null","446","null","163","null","112","null","66","null","334","null","139","null","423","null","167","null","0","null","127","null","423","167","null","null","271","null","117","null","152","null","85","null","283","113","null","null","0","null","127","null","283","113","null","null","217","null","98","null","66","61","null","null","297","128","null","null","0","127","null","null","297","null","128","null","297","128","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51059","Fairfax County, Virginia","19579","1451","null","null","4715","null","695","null","45","44","null","null","4670","null","697","null","698","null","222","null","3972","null","675","null","6829","null","704","null","86","null","51","null","6743","706","null","null","3943","null","488","null","2800","null","492","null","4548","658","null","null","50","null","42","null","4498","650","null","null","4161","null","586","null","337","163","null","null","3487","438","null","null","51","40","null","null","3436","null","442","null","3251","422","null","null","185","null","88","null","016","Chinese alone (410-419)",
"0500000US51087","Henrico County, Virginia","1949","469","null","null","535","null","236","null","0","127","null","null","535","null","236","null","40","null","37","null","495","null","229","null","779","null","243","null","18","null","24","null","761","240","null","null","352","null","123","null","409","null","200","null","362","135","null","null","23","null","34","null","339","131","null","null","214","null","89","null","125","90","null","null","273","103","null","null","0","127","null","null","273","null","103","null","273","103","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51107","Loudoun County, Virginia","2739","486","null","null","535","null","194","null","0","127","null","null","535","null","194","null","120","null","69","null","415","null","194","null","1203","null","320","null","12","null","21","null","1191","318","null","null","921","null","278","null","270","null","117","null","657","178","null","null","14","null","23","null","643","180","null","null","604","null","168","null","39","55","null","null","344","122","null","null","14","23","null","null","330","null","119","null","323","116","null","null","7","null","13","null","016","Chinese alone (410-419)",
"0500000US51121","Montgomery County, Virginia","1298","326","null","null","931","null","277","null","0","127","null","null","931","null","277","null","14","null","23","null","917","null","281","null","247","null","143","null","0","null","127","null","247","143","null","null","58","null","49","null","189","null","126","null","70","53","null","null","0","null","127","null","70","53","null","null","70","null","53","null","0","127","null","null","50","69","null","null","0","127","null","null","50","null","69","null","50","69","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51153","Prince William County, Virginia","1947","449","null","null","371","null","175","null","0","127","null","null","371","null","175","null","121","null","80","null","250","null","155","null","770","null","300","null","0","null","127","null","770","300","null","null","399","null","175","null","371","null","229","null","541","200","null","null","31","null","46","null","510","182","null","null","497","null","182","null","13","20","null","null","265","106","null","null","0","127","null","null","265","null","106","null","265","106","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51161","Roanoke County, Virginia","647","220","null","null","252","null","141","null","0","127","null","null","252","null","141","null","52","null","48","null","200","null","127","null","231","null","145","null","31","null","33","null","200","135","null","null","140","null","105","null","60","null","62","null","153","81","null","null","0","null","127","null","153","81","null","null","121","null","63","null","32","36","null","null","11","19","null","null","0","127","null","null","11","null","19","null","11","19","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51510","Alexandria city, Virginia","856","241","null","null","275","null","146","null","20","24","null","null","255","null","143","null","95","null","58","null","160","null","128","null","206","null","91","null","0","null","127","null","206","91","null","null","163","null","81","null","43","null","44","null","211","106","null","null","0","null","127","null","211","106","null","null","200","null","103","null","11","18","null","null","164","79","null","null","0","127","null","null","164","null","79","null","164","79","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51540","Charlottesville city, Virginia","798","211","null","null","527","null","200","null","0","127","null","null","527","null","200","null","24","null","30","null","503","null","182","null","186","null","197","null","0","null","127","null","186","197","null","null","171","null","197","null","15","null","18","null","74","62","null","null","0","null","127","null","74","62","null","null","74","null","62","null","0","127","null","null","11","17","null","null","0","127","null","null","11","null","17","null","11","17","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US51810","Virginia Beach city, Virginia","1954","397","null","null","559","null","186","null","29","48","null","null","530","null","177","null","128","null","72","null","402","null","170","null","460","null","198","null","20","null","29","null","440","185","null","null","279","null","134","null","161","null","111","null","451","135","null","null","0","null","127","null","451","135","null","null","451","null","135","null","0","127","null","null","484","194","null","null","5","11","null","null","479","null","195","null","479","195","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US53005","Benton County, Washington","796","199","null","null","404","null","163","null","22","34","null","null","382","null","167","null","99","null","66","null","283","null","157","null","149","null","99","null","0","null","123","null","149","99","null","null","23","null","37","null","126","null","100","null","165","79","null","null","0","null","123","null","165","79","null","null","133","null","60","null","32","41","null","null","78","76","null","null","0","123","null","null","78","null","76","null","78","76","null","null","0","null","123","null","016","Chinese alone (410-419)",
