"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007M","B05005_007MA","B05005_007EA","B05005_008E","B05005_008M","B05005_008MA","B05005_008EA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012EA","B05005_012M","B05005_012MA","B05005_013E","B05005_013M","B05005_013MA","B05005_013EA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016EA","B05005_016M","B05005_016MA","B05005_017E","B05005_017EA","B05005_017M","B05005_017MA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019M","B05005_019MA","B05005_019EA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_LABEL",
"0500000US42049","Erie County, Pennsylvania","703","186","null","null","202","null","86","null","0","23","null","null","202","null","86","null","2","null","5","null","200","null","86","null","263","117","null","null","31","41","null","null","232","98","null","null","108","null","62","null","124","null","69","null","87","null","53","null","0","23","null","null","87","53","null","null","49","null","38","null","38","null","33","null","151","null","69","null","0","23","null","null","151","69","null","null","143","70","null","null","8","null","13","null","016","Chinese alone (410-419)",
"0500000US42069","Lackawanna County, Pennsylvania","569","223","null","null","126","null","89","null","0","23","null","null","126","null","89","null","56","null","71","null","70","null","53","null","212","138","null","null","0","23","null","null","212","138","null","null","87","null","58","null","125","null","124","null","140","null","84","null","0","23","null","null","140","84","null","null","95","null","65","null","45","null","52","null","91","null","54","null","0","23","null","null","91","54","null","null","91","54","null","null","0","null","23","null","016","Chinese alone (410-419)",
"0500000US42071","Lancaster County, Pennsylvania","1249","278","null","null","319","null","90","null","0","23","null","null","319","null","90","null","20","null","29","null","299","null","87","null","465","147","null","null","7","12","null","null","458","145","null","null","259","null","109","null","199","null","121","null","244","null","137","null","0","23","null","null","244","137","null","null","203","null","135","null","41","null","47","null","221","null","111","null","0","23","null","null","221","111","null","null","176","94","null","null","45","null","61","null","016","Chinese alone (410-419)",
"0500000US42077","Lehigh County, Pennsylvania","1555","378","null","null","113","null","75","null","0","23","null","null","113","null","75","null","8","null","13","null","105","null","75","null","392","164","null","null","0","23","null","null","392","164","null","null","243","null","134","null","149","null","112","null","615","null","232","null","30","39","null","null","585","229","null","null","468","null","203","null","117","null","112","null","435","null","164","null","0","23","null","null","435","164","null","null","426","166","null","null","9","null","45","null","016","Chinese alone (410-419)",
"0500000US42079","Luzerne County, Pennsylvania","605","179","null","null","125","null","122","null","0","23","null","null","125","null","122","null","0","null","23","null","125","null","122","null","150","73","null","null","0","23","null","null","150","73","null","null","104","null","76","null","46","null","41","null","104","null","76","null","0","23","null","null","104","76","null","null","81","null","57","null","23","null","27","null","226","null","105","null","0","23","null","null","226","105","null","null","148","85","null","null","78","null","72","null","016","Chinese alone (410-419)",
"0500000US42091","Montgomery County, Pennsylvania","8246","675","null","null","775","null","217","null","0","23","null","null","775","null","217","null","90","null","66","null","685","null","214","null","2162","350","null","null","76","57","null","null","2086","341","null","null","778","null","221","null","1308","null","249","null","2683","null","360","null","57","37","null","null","2626","366","null","null","1823","null","318","null","803","null","199","null","2626","null","373","null","59","36","null","null","2567","368","null","null","2335","353","null","null","232","null","96","null","016","Chinese alone (410-419)",
"0500000US42095","Northampton County, Pennsylvania","1132","301","null","null","406","null","179","null","0","23","null","null","406","null","179","null","12","null","18","null","394","null","176","null","203","92","null","null","9","13","null","null","194","90","null","null","70","null","48","null","124","null","72","null","307","null","124","null","0","23","null","null","307","124","null","null","261","null","114","null","46","null","44","null","216","null","87","null","0","23","null","null","216","87","null","null","200","85","null","null","16","null","16","null","016","Chinese alone (410-419)",
"0500000US42101","Philadelphia County, Pennsylvania","25044","1579","null","null","5098","null","640","null","99","104","null","null","4999","null","632","null","203","null","110","null","4796","null","621","null","7825","845","null","null","90","59","null","null","7735","838","null","null","2349","null","400","null","5386","null","688","null","6773","null","760","null","70","55","null","null","6703","764","null","null","4439","null","608","null","2264","null","388","null","5348","null","585","null","125","86","null","null","5223","579","null","null","4707","579","null","null","516","null","184","null","016","Chinese alone (410-419)",
"0500000US42129","Westmoreland County, Pennsylvania","665","205","null","null","50","null","58","null","0","23","null","null","50","null","58","null","0","null","23","null","50","null","58","null","246","137","null","null","0","23","null","null","246","137","null","null","163","null","122","null","83","null","68","null","265","null","113","null","8","11","null","null","257","112","null","null","141","null","72","null","116","null","91","null","104","null","59","null","0","23","null","null","104","59","null","null","104","59","null","null","0","null","23","null","016","Chinese alone (410-419)",
"0500000US42133","York County, Pennsylvania","827","230","null","null","80","null","74","null","5","11","null","null","75","null","72","null","14","null","16","null","61","null","70","null","269","125","null","null","37","44","null","null","232","120","null","null","96","null","55","null","136","null","93","null","355","null","126","null","3","5","null","null","352","127","null","null","256","null","103","null","96","null","62","null","123","null","48","null","0","23","null","null","123","48","null","null","115","46","null","null","8","null","16","null","016","Chinese alone (410-419)",
"0500000US44001","Bristol County, Rhode Island","297","91","null","null","46","null","28","null","0","26","null","null","46","null","28","null","0","null","26","null","46","null","28","null","116","64","null","null","0","26","null","null","116","64","null","null","40","null","33","null","76","null","51","null","65","null","35","null","0","26","null","null","65","35","null","null","44","null","30","null","21","null","22","null","70","null","46","null","0","26","null","null","70","46","null","null","70","46","null","null","0","null","26","null","016","Chinese alone (410-419)",
"0500000US44003","Kent County, Rhode Island","664","206","null","null","77","null","56","null","0","29","null","null","77","null","56","null","27","null","35","null","50","null","37","null","67","69","null","null","0","29","null","null","67","69","null","null","67","null","69","null","0","null","29","null","178","null","111","null","18","24","null","null","160","103","null","null","115","null","80","null","45","null","70","null","342","null","100","null","0","29","null","null","342","100","null","null","313","104","null","null","29","null","23","null","016","Chinese alone (410-419)",
"0500000US44007","Providence County, Rhode Island","4210","664","null","null","1756","null","437","null","6","15","null","null","1750","null","434","null","0","null","29","null","1750","null","434","null","972","249","null","null","7","10","null","null","965","249","null","null","268","null","118","null","697","null","229","null","766","null","260","null","8","15","null","null","758","260","null","null","538","null","217","null","220","null","111","null","716","null","210","null","40","50","null","null","676","201","null","null","638","203","null","null","38","null","33","null","016","Chinese alone (410-419)",
"0500000US44009","Washington County, Rhode Island","897","217","null","null","240","null","150","null","0","29","null","null","240","null","150","null","7","null","11","null","233","null","149","null","240","133","null","null","0","29","null","null","240","133","null","null","89","null","47","null","151","null","106","null","240","null","103","null","0","29","null","null","240","103","null","null","181","null","85","null","59","null","46","null","177","null","109","null","0","29","null","null","177","109","null","null","154","97","null","null","23","null","35","null","016","Chinese alone (410-419)",
"0500000US45019","Charleston County, South Carolina","1419","456","null","null","164","null","152","null","0","29","null","null","164","null","152","null","0","null","29","null","164","null","152","null","360","226","null","null","6","12","null","null","354","228","null","null","113","null","96","null","241","null","233","null","384","null","238","null","0","29","null","null","384","238","null","null","190","null","130","null","194","null","211","null","511","null","224","null","0","29","null","null","511","224","null","null","485","225","null","null","26","null","41","null","016","Chinese alone (410-419)",
"0500000US45045","Greenville County, South Carolina","1412","337","null","null","268","null","102","null","12","17","null","null","256","null","99","null","0","null","29","null","256","null","99","null","645","237","null","null","4","6","null","null","641","237","null","null","346","null","148","null","295","null","144","null","247","null","118","null","5","8","null","null","242","118","null","null","162","null","85","null","80","null","78","null","252","null","118","null","0","29","null","null","252","118","null","null","252","118","null","null","0","null","29","null","016","Chinese alone (410-419)",
"0500000US45051","Horry County, South Carolina","758","246","null","null","38","null","33","null","0","29","null","null","38","null","33","null","0","null","29","null","38","null","33","null","389","199","null","null","61","108","null","null","328","153","null","null","130","null","109","null","198","null","117","null","203","null","122","null","0","29","null","null","203","122","null","null","66","null","55","null","137","null","125","null","128","null","74","null","0","29","null","null","128","74","null","null","128","74","null","null","0","null","29","null","016","Chinese alone (410-419)",
"0500000US45063","Lexington County, South Carolina","963","301","null","null","337","null","193","null","7","13","null","null","330","null","194","null","48","null","52","null","282","null","196","null","257","144","null","null","0","29","null","null","257","144","null","null","48","null","46","null","209","null","130","null","173","null","94","null","0","29","null","null","173","94","null","null","52","null","37","null","121","null","86","null","196","null","102","null","16","24","null","null","180","89","null","null","164","88","null","null","16","null","19","null","016","Chinese alone (410-419)",
"0500000US45077","Pickens County, South Carolina","522","169","null","null","240","null","130","null","0","29","null","null","240","null","130","null","0","null","29","null","240","null","130","null","165","84","null","null","0","29","null","null","165","84","null","null","20","null","18","null","145","null","77","null","66","null","57","null","0","29","null","null","66","57","null","null","11","null","18","null","55","null","55","null","51","null","49","null","0","29","null","null","51","49","null","null","27","42","null","null","24","null","36","null","016","Chinese alone (410-419)",
"0500000US45079","Richland County, South Carolina","1384","404","null","null","491","null","267","null","0","29","null","null","491","null","267","null","21","null","30","null","470","null","263","null","320","141","null","null","5","9","null","null","315","140","null","null","68","null","65","null","247","null","132","null","349","null","185","null","14","20","null","null","335","181","null","null","249","null","160","null","86","null","81","null","224","null","144","null","0","29","null","null","224","144","null","null","162","117","null","null","62","null","83","null","016","Chinese alone (410-419)",
"0500000US47037","Davidson County, Tennessee","2259","398","null","null","459","null","147","null","18","30","null","null","441","null","147","null","12","null","16","null","429","null","147","null","656","206","null","null","14","21","null","null","642","200","null","null","159","null","85","null","483","null","183","null","591","null","204","null","18","22","null","null","573","203","null","null","395","null","170","null","178","null","109","null","553","null","208","null","13","21","null","null","540","209","null","null","525","207","null","null","15","null","18","null","016","Chinese alone (410-419)",
"0500000US47065","Hamilton County, Tennessee","872","270","null","null","94","null","88","null","0","28","null","null","94","null","88","null","27","null","33","null","67","null","75","null","423","190","null","null","0","28","null","null","423","190","null","null","113","null","75","null","310","null","181","null","149","null","97","null","15","25","null","null","134","80","null","null","114","null","77","null","20","null","22","null","206","null","121","null","0","28","null","null","206","121","null","null","195","119","null","null","11","null","17","null","016","Chinese alone (410-419)",
"0500000US47093","Knox County, Tennessee","1564","376","null","null","448","null","194","null","0","28","null","null","448","null","194","null","18","null","22","null","430","null","194","null","536","243","null","null","14","23","null","null","522","239","null","null","107","null","62","null","415","null","238","null","330","null","134","null","8","18","null","null","322","136","null","null","218","null","102","null","104","null","76","null","250","null","140","null","0","28","null","null","250","140","null","null","250","140","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US47157","Shelby County, Tennessee","2988","481","null","null","337","null","110","null","0","28","null","null","337","null","110","null","8","null","12","null","329","null","109","null","1101","344","null","null","0","28","null","null","1101","344","null","null","285","null","143","null","816","null","278","null","793","null","268","null","23","38","null","null","770","258","null","null","462","null","173","null","308","null","181","null","757","null","228","null","0","28","null","null","757","228","null","null","757","228","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US47187","Williamson County, Tennessee","1139","271","null","null","252","null","124","null","0","28","null","null","252","null","124","null","45","null","43","null","207","null","125","null","575","193","null","null","14","22","null","null","561","190","null","null","214","null","88","null","347","null","176","null","138","null","77","null","0","28","null","null","138","77","null","null","100","null","63","null","38","null","39","null","174","null","114","null","0","28","null","null","174","114","null","null","174","114","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US48029","Bexar County, Texas","4576","694","null","null","877","null","290","null","0","30","null","null","877","null","290","null","34","null","25","null","843","null","291","null","1236","336","null","null","0","30","null","null","1236","336","null","null","452","null","179","null","784","null","288","null","977","null","270","null","0","30","null","null","977","270","null","null","675","null","198","null","302","null","151","null","1486","null","344","null","17","22","null","null","1469","344","null","null","1414","340","null","null","55","null","56","null","016","Chinese alone (410-419)",
"0500000US48039","Brazoria County, Texas","1370","466","null","null","118","null","132","null","0","30","null","null","118","null","132","null","0","null","30","null","118","null","132","null","472","248","null","null","0","30","null","null","472","248","null","null","261","null","146","null","211","null","204","null","526","null","280","null","0","30","null","null","526","280","null","null","475","null","281","null","51","null","62","null","254","null","137","null","0","30","null","null","254","137","null","null","254","137","null","null","0","null","30","null","016","Chinese alone (410-419)",
"0500000US48041","Brazos County, Texas","3374","498","null","null","1531","null","356","null","0","30","null","null","1531","null","356","null","4","null","8","null","1527","null","355","null","1083","318","null","null","9","17","null","null","1074","318","null","null","76","null","76","null","998","null","308","null","441","null","211","null","0","30","null","null","441","211","null","null","182","null","89","null","259","null","157","null","319","null","118","null","14","21","null","null","305","110","null","null","282","108","null","null","23","null","26","null","016","Chinese alone (410-419)",
"0500000US48085","Collin County, Texas","17915","1228","null","null","2971","null","663","null","10","18","null","null","2961","null","661","null","41","null","65","null","2920","null","661","null","4070","526","null","null","17","19","null","null","4053","527","null","null","916","null","252","null","3137","null","512","null","6273","null","623","null","146","83","null","null","6127","607","null","null","4458","null","587","null","1669","null","356","null","4601","null","512","null","4","9","null","null","4597","512","null","null","4442","502","null","null","155","null","87","null","016","Chinese alone (410-419)",
"0500000US48113","Dallas County, Texas","11889","1079","null","null","2532","null","544","null","41","39","null","null","2491","null","542","null","150","null","117","null","2341","null","543","null","3544","583","null","null","31","29","null","null","3513","577","null","null","683","null","187","null","2830","null","474","null","2198","null","364","null","19","30","null","null","2179","357","null","null","1450","null","293","null","729","null","199","null","3615","null","488","null","168","196","null","null","3447","425","null","null","3159","426","null","null","288","null","150","null","016","Chinese alone (410-419)",
"0500000US48121","Denton County, Texas","4763","669","null","null","804","null","297","null","0","30","null","null","804","null","297","null","62","null","66","null","742","null","294","null","1481","355","null","null","84","52","null","null","1397","349","null","null","330","null","117","null","1067","null","326","null","1245","null","292","null","26","18","null","null","1219","289","null","null","917","null","266","null","302","null","114","null","1233","null","278","null","17","28","null","null","1216","265","null","null","1185","250","null","null","31","null","47","null","016","Chinese alone (410-419)",
"0500000US48141","El Paso County, Texas","1219","335","null","null","139","null","98","null","0","30","null","null","139","null","98","null","0","null","30","null","139","null","98","null","568","254","null","null","0","30","null","null","568","254","null","null","168","null","135","null","400","null","188","null","232","null","103","null","0","30","null","null","232","103","null","null","188","null","92","null","44","null","42","null","280","null","116","null","39","58","null","null","241","99","null","null","161","74","null","null","80","null","61","null","016","Chinese alone (410-419)",
"0500000US48157","Fort Bend County, Texas","20003","1407","null","null","1780","null","495","null","17","28","null","null","1763","null","497","null","61","null","57","null","1702","null","498","null","5678","901","null","null","117","114","null","null","5561","883","null","null","1908","null","519","null","3653","null","704","null","6509","null","922","null","63","54","null","null","6446","927","null","null","4429","null","705","null","2017","null","542","null","6036","null","759","null","137","98","null","null","5899","748","null","null","5709","745","null","null","190","null","138","null","016","Chinese alone (410-419)",
"0500000US48167","Galveston County, Texas","1207","312","null","null","162","null","126","null","0","30","null","null","162","null","126","null","2","null","4","null","160","null","126","null","405","186","null","null","0","30","null","null","405","186","null","null","137","null","102","null","268","null","155","null","239","null","137","null","0","30","null","null","239","137","null","null","210","null","137","null","29","null","36","null","401","null","174","null","0","30","null","null","401","174","null","null","386","169","null","null","15","null","24","null","016","Chinese alone (410-419)",
"0500000US48201","Harris County, Texas","38388","2013","null","null","6355","null","786","null","86","80","null","null","6269","null","768","null","255","null","120","null","6014","null","733","null","11095","1033","null","null","271","180","null","null","10824","1001","null","null","2691","null","512","null","8133","null","831","null","8638","null","891","null","115","68","null","null","8523","871","null","null","5944","null","721","null","2579","null","366","null","12300","null","942","null","163","105","null","null","12137","961","null","null","11020","916","null","null","1117","null","380","null","016","Chinese alone (410-419)",
"0500000US48303","Lubbock County, Texas","986","236","null","null","155","null","85","null","6","11","null","null","149","null","86","null","28","null","31","null","121","null","79","null","376","144","null","null","19","28","null","null","357","137","null","null","125","null","87","null","232","null","91","null","268","null","163","null","0","30","null","null","268","163","null","null","193","null","132","null","75","null","67","null","187","null","87","null","0","30","null","null","187","87","null","null","187","87","null","null","0","null","30","null","016","Chinese alone (410-419)",
"0500000US48339","Montgomery County, Texas","1914","499","null","null","225","null","119","null","0","30","null","null","225","null","119","null","0","null","30","null","225","null","119","null","774","416","null","null","18","31","null","null","756","410","null","null","318","null","191","null","438","null","297","null","403","null","163","null","0","30","null","null","403","163","null","null","341","null","152","null","62","null","50","null","512","null","206","null","6","10","null","null","506","205","null","null","494","202","null","null","12","null","21","null","016","Chinese alone (410-419)",
"0500000US48355","Nueces County, Texas","679","216","null","null","285","null","149","null","0","30","null","null","285","null","149","null","0","null","30","null","285","null","149","null","257","145","null","null","5","8","null","null","252","146","null","null","75","null","62","null","177","null","129","null","27","null","24","null","0","30","null","null","27","24","null","null","23","null","23","null","4","null","7","null","110","null","71","null","0","30","null","null","110","71","null","null","101","67","null","null","9","null","13","null","016","Chinese alone (410-419)",
"0500000US48439","Tarrant County, Texas","5990","671","null","null","1001","null","303","null","41","40","null","null","960","null","303","null","81","null","58","null","879","null","295","null","1546","360","null","null","53","57","null","null","1493","344","null","null","655","null","224","null","838","null","255","null","1265","null","251","null","84","76","null","null","1181","246","null","null","787","null","205","null","394","null","152","null","2178","null","359","null","35","30","null","null","2143","355","null","null","2052","347","null","null","91","null","65","null","016","Chinese alone (410-419)",
"0500000US48453","Travis County, Texas","9794","1027","null","null","2143","null","513","null","28","33","null","null","2115","null","514","null","69","null","64","null","2046","null","510","null","3013","622","null","null","136","102","null","null","2877","604","null","null","651","null","230","null","2226","null","549","null","2190","null","344","null","117","83","null","null","2073","324","null","null","1521","null","267","null","552","null","200","null","2448","null","390","null","14","18","null","null","2434","388","null","null","2392","385","null","null","42","null","53","null","016","Chinese alone (410-419)",
"0500000US48491","Williamson County, Texas","3271","531","null","null","302","null","134","null","24","34","null","null","278","null","126","null","66","null","59","null","212","null","106","null","1035","313","null","null","30","47","null","null","1005","306","null","null","381","null","161","null","624","null","240","null","960","null","257","null","0","30","null","null","960","257","null","null","514","null","184","null","446","null","206","null","974","null","249","null","17","26","null","null","957","248","null","null","885","228","null","null","72","null","60","null","016","Chinese alone (410-419)",
"0500000US49005","Cache County, Utah","510","158","null","null","141","null","77","null","0","26","null","null","141","null","77","null","0","null","26","null","141","null","77","null","192","124","null","null","5","7","null","null","187","123","null","null","24","null","24","null","163","null","122","null","103","null","60","null","21","32","null","null","82","52","null","null","67","null","51","null","15","null","23","null","74","null","45","null","0","26","null","null","74","45","null","null","65","43","null","null","9","null","13","null","016","Chinese alone (410-419)",
"0500000US49011","Davis County, Utah","578","186","null","null","89","null","59","null","0","26","null","null","89","null","59","null","17","null","27","null","72","null","45","null","222","105","null","null","0","26","null","null","222","105","null","null","183","null","88","null","39","null","38","null","192","null","106","null","0","26","null","null","192","106","null","null","166","null","91","null","26","null","40","null","75","null","65","null","12","19","null","null","63","70","null","null","61","69","null","null","2","null","6","null","016","Chinese alone (410-419)",
"0500000US49035","Salt Lake County, Utah","5781","706","null","null","1516","null","364","null","40","38","null","null","1476","null","353","null","135","null","94","null","1341","null","341","null","1902","374","null","null","85","66","null","null","1817","376","null","null","561","null","167","null","1256","null","337","null","946","null","264","null","69","75","null","null","877","241","null","null","662","null","212","null","215","null","97","null","1417","null","273","null","68","65","null","null","1349","264","null","null","1303","264","null","null","46","null","37","null","016","Chinese alone (410-419)",
"0500000US49049","Utah County, Utah","1407","277","null","null","432","null","155","null","0","26","null","null","432","null","155","null","17","null","17","null","415","null","157","null","525","179","null","null","18","20","null","null","507","178","null","null","191","null","66","null","316","null","186","null","223","null","85","null","0","26","null","null","223","85","null","null","176","null","77","null","47","null","38","null","227","null","90","null","0","26","null","null","227","90","null","null","219","87","null","null","8","null","16","null","016","Chinese alone (410-419)",
"0500000US50007","Chittenden County, Vermont","934","227","null","null","236","null","90","null","0","20","null","null","236","null","90","null","21","null","24","null","215","null","89","null","268","113","null","null","0","20","null","null","268","113","null","null","108","null","60","null","160","null","89","null","267","null","110","null","14","15","null","null","253","111","null","null","205","null","97","null","48","null","43","null","163","null","124","null","0","20","null","null","163","124","null","null","163","124","null","null","0","null","20","null","016","Chinese alone (410-419)",
"0500000US51003","Albemarle County, Virginia","1313","277","null","null","492","null","179","null","5","9","null","null","487","null","180","null","8","null","13","null","479","null","177","null","446","186","null","null","50","68","null","null","396","159","null","null","31","null","31","null","365","null","163","null","252","null","146","null","0","28","null","null","252","146","null","null","151","null","84","null","101","null","115","null","123","null","61","null","0","28","null","null","123","61","null","null","123","61","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US51013","Arlington County, Virginia","3133","462","null","null","989","null","253","null","0","28","null","null","989","null","253","null","41","null","53","null","948","null","240","null","1064","262","null","null","12","19","null","null","1052","259","null","null","257","null","131","null","795","null","276","null","371","null","135","null","31","35","null","null","340","136","null","null","175","null","94","null","165","null","107","null","709","null","224","null","0","28","null","null","709","224","null","null","649","217","null","null","60","null","43","null","016","Chinese alone (410-419)",
"0500000US51041","Chesterfield County, Virginia","909","242","null","null","67","null","48","null","0","28","null","null","67","null","48","null","7","null","10","null","60","null","48","null","267","129","null","null","0","28","null","null","267","129","null","null","106","null","60","null","161","null","91","null","248","null","114","null","0","28","null","null","248","114","null","null","136","null","77","null","112","null","67","null","327","null","155","null","22","34","null","null","305","136","null","null","232","110","null","null","73","null","68","null","016","Chinese alone (410-419)",
"0500000US51059","Fairfax County, Virginia","19349","1202","null","null","2339","null","465","null","108","108","null","null","2231","null","468","null","108","null","57","null","2123","null","468","null","4267","564","null","null","45","36","null","null","4222","564","null","null","1397","null","271","null","2825","null","416","null","5566","null","586","null","37","44","null","null","5529","586","null","null","4103","null","454","null","1426","null","300","null","7177","null","665","null","256","133","null","null","6921","660","null","null","6598","642","null","null","323","null","123","null","016","Chinese alone (410-419)",
"0500000US51087","Henrico County, Virginia","2337","406","null","null","151","null","98","null","0","28","null","null","151","null","98","null","14","null","23","null","137","null","89","null","748","287","null","null","0","28","null","null","748","287","null","null","171","null","94","null","577","null","247","null","584","null","183","null","4","7","null","null","580","185","null","null","455","null","150","null","125","null","71","null","854","null","213","null","0","28","null","null","854","213","null","null","833","212","null","null","21","null","24","null","016","Chinese alone (410-419)",
"0500000US51107","Loudoun County, Virginia","4572","621","null","null","525","null","230","null","39","46","null","null","486","null","220","null","9","null","14","null","477","null","216","null","1211","257","null","null","46","43","null","null","1165","253","null","null","563","null","151","null","602","null","196","null","1286","null","371","null","14","22","null","null","1272","369","null","null","1019","null","287","null","253","null","130","null","1550","null","279","null","41","45","null","null","1509","269","null","null","1432","263","null","null","77","null","50","null","016","Chinese alone (410-419)",
"0500000US51121","Montgomery County, Virginia","1777","451","null","null","945","null","285","null","0","28","null","null","945","null","285","null","0","null","28","null","945","null","285","null","604","267","null","null","0","28","null","null","604","267","null","null","34","null","30","null","570","null","262","null","211","null","98","null","0","28","null","null","211","98","null","null","177","null","85","null","34","null","37","null","17","null","17","null","0","28","null","null","17","17","null","null","17","17","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US51153","Prince William County, Virginia","2198","484","null","null","241","null","127","null","0","28","null","null","241","null","127","null","16","null","19","null","225","null","122","null","654","241","null","null","70","74","null","null","584","229","null","null","349","null","209","null","235","null","125","null","595","null","176","null","0","28","null","null","595","176","null","null","517","null","160","null","78","null","62","null","708","null","178","null","13","24","null","null","695","179","null","null","630","159","null","null","65","null","60","null","016","Chinese alone (410-419)",
"0500000US51179","Stafford County, Virginia","577","204","null","null","70","null","60","null","0","28","null","null","70","null","60","null","10","null","19","null","60","null","54","null","258","154","null","null","0","28","null","null","258","154","null","null","104","null","78","null","154","null","129","null","155","null","115","null","0","28","null","null","155","115","null","null","155","null","115","null","0","null","28","null","94","null","65","null","0","28","null","null","94","65","null","null","68","57","null","null","26","null","30","null","016","Chinese alone (410-419)",
"0500000US51199","York County, Virginia","469","162","null","null","63","null","82","null","0","28","null","null","63","null","82","null","0","null","28","null","63","null","82","null","67","53","null","null","0","28","null","null","67","53","null","null","55","null","50","null","12","null","19","null","61","null","45","null","0","28","null","null","61","45","null","null","61","null","45","null","0","null","28","null","278","null","126","null","0","28","null","null","278","126","null","null","268","126","null","null","10","null","15","null","016","Chinese alone (410-419)",
"0500000US51510","Alexandria city, Virginia","1146","293","null","null","123","null","91","null","0","28","null","null","123","null","91","null","17","null","26","null","106","null","88","null","227","129","null","null","0","28","null","null","227","129","null","null","110","null","80","null","117","null","84","null","351","null","130","null","10","16","null","null","341","132","null","null","217","null","93","null","124","null","102","null","445","null","131","null","11","17","null","null","434","131","null","null","434","131","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US51540","Charlottesville city, Virginia","1101","255","null","null","452","null","150","null","0","25","null","null","452","null","150","null","6","null","9","null","446","null","150","null","503","194","null","null","11","18","null","null","492","191","null","null","44","null","37","null","448","null","185","null","103","null","65","null","18","26","null","null","85","58","null","null","85","null","58","null","0","null","25","null","43","null","37","null","0","25","null","null","43","37","null","null","34","33","null","null","9","null","16","null","016","Chinese alone (410-419)",
"0500000US51550","Chesapeake city, Virginia","779","245","null","null","43","null","51","null","0","28","null","null","43","null","51","null","0","null","28","null","43","null","51","null","169","95","null","null","10","17","null","null","159","93","null","null","105","null","73","null","54","null","63","null","250","null","132","null","0","28","null","null","250","132","null","null","75","null","65","null","175","null","117","null","317","null","148","null","0","28","null","null","317","148","null","null","317","148","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US51600","Fairfax city, Virginia","519","169","null","null","140","null","118","null","0","22","null","null","140","null","118","null","0","null","22","null","140","null","118","null","144","79","null","null","0","22","null","null","144","79","null","null","53","null","40","null","91","null","69","null","154","null","63","null","0","22","null","null","154","63","null","null","113","null","61","null","41","null","28","null","81","null","56","null","0","22","null","null","81","56","null","null","81","56","null","null","0","null","22","null","016","Chinese alone (410-419)",
"0500000US51710","Norfolk city, Virginia","647","187","null","null","113","null","76","null","0","28","null","null","113","null","76","null","16","null","20","null","97","null","73","null","296","125","null","null","0","28","null","null","296","125","null","null","51","null","36","null","245","null","107","null","128","null","78","null","0","28","null","null","128","78","null","null","94","null","69","null","34","null","33","null","110","null","58","null","0","28","null","null","110","58","null","null","85","50","null","null","25","null","31","null","016","Chinese alone (410-419)",
"0500000US51760","Richmond city, Virginia","564","214","null","null","229","null","122","null","0","28","null","null","229","null","122","null","0","null","28","null","229","null","122","null","183","115","null","null","0","28","null","null","183","115","null","null","99","null","76","null","84","null","67","null","70","null","46","null","15","25","null","null","55","45","null","null","32","null","33","null","23","null","27","null","82","null","58","null","0","28","null","null","82","58","null","null","82","58","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US51810","Virginia Beach city, Virginia","2012","363","null","null","349","null","154","null","0","28","null","null","349","null","154","null","24","null","28","null","325","null","150","null","662","171","null","null","27","28","null","null","635","167","null","null","301","null","116","null","334","null","131","null","429","null","141","null","13","19","null","null","416","142","null","null","309","null","136","null","107","null","55","null","572","null","146","null","0","28","null","null","572","146","null","null","539","142","null","null","33","null","32","null","016","Chinese alone (410-419)",
"0500000US51830","Williamsburg city, Virginia","277","78","null","null","164","null","63","null","0","19","null","null","164","null","63","null","0","null","19","null","164","null","63","null","73","43","null","null","6","14","null","null","67","39","null","null","0","null","19","null","67","null","39","null","40","null","29","null","15","18","null","null","25","21","null","null","25","null","21","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","016","Chinese alone (410-419)",
